GrLivArea,BedroomAbvGr,KitchenAbvGr,OverallQual,SalePrice
923,3,1,5,119500
1224,3,1,6,115000
1343,3,1,5,154900
1124,3,1,5,93000
2514,4,1,7,250000
1652,2,1,8,392500
4476,4,1,10,745000
1130,2,1,5,120000
1572,3,1,5,186700
1221,4,1,5,104900
1699,3,2,3,95000
1624,2,1,8,262000
1660,3,1,7,195000
1804,3,1,7,189000
1622,3,1,4,168000
1441,2,1,8,174000
1472,3,1,5,125000
1224,2,1,6,165000
1352,4,1,6,158000
1456,3,1,6,176000
1863,4,1,7,219210
1690,3,1,7,144000
1212,3,1,7,178000
1382,3,1,4,148000
864,3,1,4,116050
1779,3,1,7,197900
1348,3,1,5,117000
1630,3,1,7,213000
1074,3,1,5,153500
2196,3,1,7,271900
1056,2,1,4,107000
1700,3,1,6,200000
1283,3,1,5,140000
1660,3,1,8,290000
1845,3,1,6,189000
1752,4,1,8,164000
672,2,1,4,113000
960,0,1,4,145000
999,3,1,5,134500
894,3,1,5,125000
1902,4,2,6,112000
1314,3,1,8,229456
912,2,1,4,80500
1218,3,1,6,91500
912,2,1,5,115000
1211,3,1,5,134000
1846,3,1,6,143000
2136,4,1,5,137900
1490,3,1,7,184000
1138,3,1,6,145000
1933,4,1,6,214000
912,2,1,5,147000
1702,1,1,9,367294
1507,4,1,5,127000
2620,4,2,5,190000
1190,3,1,5,132500
1224,2,2,4,101800
1188,3,1,5,142000
1964,4,1,5,130000
1784,4,1,5,138887
1626,2,1,7,175500
1948,4,1,7,195000
1141,3,1,6,142500
1484,2,1,8,265900
1768,3,1,7,224900
1689,3,1,7,248328
1173,3,1,7,170000
2076,2,1,10,465000
1517,3,1,8,230000
1868,3,1,6,178000
1553,3,1,7,186500
1034,3,1,6,169900
2058,3,1,6,129500
988,3,1,5,119000
2110,3,1,7,244000
1405,2,1,7,171750
874,3,1,5,130000
2167,3,1,7,294000
1656,3,1,7,165400
1367,3,1,6,127500
1987,2,1,8,301500
864,2,1,5,99900
1166,2,1,7,190000
1054,3,1,6,151000
1675,3,1,6,181000
1050,2,1,5,128900
1788,5,1,4,161500
1824,3,1,6,180500
1337,2,1,6,181000
1452,3,1,7,183900
1889,4,2,7,122000
2018,3,1,9,378500
3447,4,1,8,381000
1524,3,1,5,144000
1524,0,1,7,260000
1489,3,1,6,185750
935,3,1,5,137000
1357,2,1,6,177000
1250,3,1,5,139000
1920,4,2,5,137000
1395,3,1,6,162000
1724,3,1,6,197900
2031,3,1,8,237000
1128,2,1,4,68400
1573,3,1,7,227000
1339,2,1,7,180000
1040,3,1,5,150500
1824,4,2,6,139000
2447,4,1,6,169000
1412,4,1,6,132500
1328,3,1,6,143000
1582,4,1,5,190000
1659,2,1,8,278000
1970,3,1,8,281000
1152,3,1,5,180500
1302,3,1,5,119500
2372,4,2,5,107500
1664,4,1,7,162900
864,2,1,5,115000
1052,3,1,5,138500
1128,3,1,5,155000
1072,2,1,6,140000
5642,3,1,10,160000
1246,3,1,5,154000
1983,3,1,7,225000
1494,3,1,6,177500
2526,4,1,8,290000
1616,3,1,7,232000
1708,3,1,7,130000
1652,2,1,9,325000
1368,2,1,7,202500
990,3,1,5,138000
1122,2,1,5,147000
1294,3,1,6,179200
1902,3,1,7,335000
1274,3,1,7,203000
2810,4,1,8,302000
2599,4,1,9,333168
948,3,1,4,119000
2112,4,1,6,206900
1630,3,1,8,295493
1352,2,1,7,208900
1787,3,1,8,275000
948,3,1,4,111000
1478,3,1,6,156500
720,2,1,3,72500
1923,3,1,7,190000
708,2,1,4,82500
1795,2,1,8,147000
796,2,1,4,55000
774,3,1,3,79000
816,3,1,5,130500
2792,5,1,6,256000
1632,3,1,7,176500
1588,3,1,8,227000
954,3,1,5,132500
816,2,1,4,100000
1360,2,1,5,125500
1365,3,1,5,125000
1334,2,1,6,167900
1656,4,2,5,135000
693,2,1,4,52500
1861,3,1,7,200000
864,3,1,5,128500
872,3,1,4,123000
1114,3,1,6,155000
2169,3,1,8,228500
1913,3,1,6,177000
1456,3,1,7,155835
960,2,1,4,108500
2156,3,1,7,262500
1776,3,1,8,283463
1494,3,1,7,215000
2358,4,1,8,122000
2634,6,2,5,200000
1716,4,1,6,171000
1176,2,1,6,134900
3238,4,1,8,410000
1865,3,1,7,235000
1920,4,1,7,170000
892,3,1,5,110000
1078,3,1,5,149900
1573,3,1,6,177500
1980,3,1,9,315000
2601,4,1,5,189000
1530,3,1,7,260000
1738,4,1,4,104900
1412,3,1,6,156932
1200,2,1,7,144152
1674,3,1,7,216000
1790,3,1,7,193000
1475,4,1,5,127000
848,1,1,6,144000
1668,3,1,8,232000
1374,2,1,4,105000
1661,3,1,6,165500
2097,3,1,7,274300
2633,2,1,10,466500
1958,3,1,7,250000
1571,3,1,8,239000
790,2,1,6,91000
1604,3,1,5,117000
987,2,1,6,83000
1394,3,1,5,167500
864,2,1,3,58500
2117,4,1,6,237500
1762,4,1,7,157000
1416,3,1,5,112000
1258,2,1,6,105000
1154,3,1,4,125500
2784,5,1,7,250000
2526,5,1,6,136000
1746,3,1,9,377500
1218,3,1,6,131000
1525,3,1,7,235000
1584,4,2,5,124000
900,3,1,5,123000
1912,3,2,6,163000
1500,2,1,7,246578
2482,4,1,8,281213
1687,3,1,5,160000
1513,4,1,5,137500
1904,3,1,5,138000
1608,3,1,6,137450
1158,3,1,6,120000
1593,3,1,6,193000
1294,2,1,7,193879
1464,3,1,8,282922
1214,3,1,3,105000
1646,2,1,8,275000
768,2,1,5,133000
833,3,1,5,112000
1363,3,1,4,125500
2093,3,1,7,215000
1840,3,1,7,230000
1668,3,1,6,140000
1040,2,2,4,90000
1844,2,1,8,257000
1848,4,1,6,207000
1569,1,1,7,175900
2290,4,2,4,122500
2450,3,1,8,340000
1144,3,1,5,124000
1844,3,1,6,223000
1416,3,1,6,179900
1069,2,1,6,127500
848,1,1,6,136500
2201,4,1,6,274970
1344,2,1,5,144000
1252,3,1,6,142000
2127,3,1,7,271000
1558,3,1,5,140000
804,2,1,5,119000
1440,3,1,6,182900
1838,4,1,5,192140
958,2,1,6,143750
968,4,1,4,64500
1792,3,1,6,186500
1126,3,1,5,160000
1537,3,1,6,174000
864,3,1,4,120500
1932,2,1,8,394617
1236,2,1,6,149700
1725,3,1,7,197000
2555,3,1,6,191000
848,1,1,6,149300
2007,3,1,10,310000
952,2,1,6,121000
1422,3,1,7,179600
913,3,1,6,129000
1188,3,1,5,157900
2090,3,1,8,240000
1346,2,1,4,112000
630,1,1,5,92000
1792,4,2,5,136000
1578,3,1,8,287090
1072,2,1,5,145000
1140,3,1,5,84500
1221,2,1,7,185000
1647,3,1,6,175000
2073,3,1,6,210000
2340,4,1,7,266500
1078,2,1,5,142125
1256,3,1,5,147500
1144,3,1,5,131400
1199,2,1,6,153900
872,3,1,4,123000
1523,3,1,6,180000
2119,3,1,6,158000
1602,3,1,6,215000
630,1,1,4,86000
1113,3,1,5,147000
1317,3,1,4,40000
1889,4,2,7,122000
1660,3,1,8,290000
986,2,1,6,102000
2090,3,1,7,207500
1911,3,1,8,215000
1316,3,1,6,169990
1099,3,1,5,144000
848,1,1,6,149300
1308,2,1,5,160000
1558,4,1,5,152000
864,3,1,5,62383
1494,2,1,8,270000
1125,3,1,6,125000
630,1,1,4,81000
1355,4,2,5,127500
1564,3,1,7,174500
912,2,1,5,115000
893,2,1,5,135000
912,3,1,5,125000
2403,4,1,7,244400
2822,4,1,9,582933
1056,0,2,6,144000
1328,3,1,4,107000
1496,3,1,8,225000
1232,2,1,7,194500
1118,2,1,6,116000
1428,3,1,7,182000
1470,3,1,6,177000
2654,4,1,6,250000
1976,2,1,8,440000
902,3,1,5,125500
1536,3,1,7,214000
1194,3,1,6,148000
1576,3,1,5,149000
1097,3,1,6,152000
1600,2,1,5,207500
2730,4,1,7,301000
1057,3,1,5,109000
841,2,1,4,82000
1472,3,1,5,125000
1442,3,1,7,179900
1314,2,1,7,230000
764,2,1,5,73000
752,2,1,6,125000
2643,3,1,9,380000
1126,3,1,5,160000
3140,4,1,9,485000
1572,3,1,6,168000
960,0,1,4,145000
2234,1,1,9,501837
1728,6,2,5,119000
1993,4,1,6,190000
1629,3,1,8,284000
1094,3,1,6,155000
869,2,1,4,85500
1319,3,1,5,123000
2042,3,1,8,253293
827,2,1,5,107500
1494,3,1,6,217000
1294,2,1,7,193879
1200,2,1,7,151000
1322,3,1,6,147000
1392,3,1,6,166000
2263,3,1,8,287000
2161,3,1,8,325624
1368,3,1,6,114504
1768,4,2,4,136500
1056,3,1,5,145000
2713,3,1,9,446261
1726,3,1,7,311872
894,3,1,5,149900
1680,4,1,6,177000
1469,3,1,6,135000
2398,3,1,7,315750
948,3,1,5,108000
1110,1,1,5,165500
1224,2,2,5,153337
1382,2,1,5,128500
900,3,1,5,123000
1265,3,1,5,179900
2646,4,1,7,260000
1158,3,1,6,158000
1575,2,1,6,179200
1742,4,1,8,168000
1124,3,1,5,93000
3222,5,1,7,320000
2240,6,2,5,142953
1470,4,1,4,135000
1142,3,1,5,134000
1734,3,1,7,260000
1250,3,1,5,116000
1595,2,1,6,140000
1040,3,1,5,152000
1539,3,1,5,157500
1646,3,1,8,248900
910,3,1,5,116000
1456,3,1,6,172785
1664,3,1,6,159000
999,3,1,5,134500
1768,3,1,7,226700
912,2,1,6,156000
1314,2,1,7,207500
1302,3,1,5,112000
1707,2,1,8,228000
1026,3,1,6,147000
1641,3,1,7,178000
1861,3,1,7,200000
1494,3,1,7,221000
3608,4,1,10,475000
2704,4,1,8,345000
1947,3,1,7,254900
2287,3,1,7,225000
1126,3,1,5,175000
1498,2,1,7,204900
1576,3,1,7,197000
1682,3,1,6,200500
1520,3,1,5,159434
1216,2,1,6,164000
2018,3,1,9,378500
1324,3,1,6,160000
1432,2,1,5,194000
1958,4,2,6,145000
894,2,1,5,123000
1701,3,1,5,171000
1852,3,1,8,230000
894,2,1,3,81000
1838,2,1,9,315000
1346,2,1,4,112000
1762,4,1,7,157000
1541,3,1,7,220000
1306,3,1,3,76500
1120,3,1,4,129000
2108,4,1,6,235000
2392,3,1,10,386250
1310,2,1,6,112000
1060,3,1,5,129900
1367,4,1,5,119000
2022,4,1,7,192000
1970,3,1,8,281000
2035,3,1,7,222500
923,2,1,6,143000
1327,3,1,5,150750
1856,1,1,9,394432
2169,3,1,8,228500
2576,4,1,8,361919
1724,3,1,6,197900
1728,3,1,6,207500
892,3,1,5,110000
1466,3,1,5,149900
864,3,1,5,129000
747,1,1,4,79900
1844,3,1,6,223000
1458,2,1,6,176000
1738,4,1,4,104900
1977,4,1,6,165000
1768,3,1,5,175000
1908,4,1,7,210000
1506,2,1,9,264132
616,2,1,5,89000
1801,1,1,7,289000
1221,4,1,5,104900
789,2,1,5,115000
1935,3,1,7,197900
894,3,1,5,130000
1656,3,1,8,249700
1336,3,1,4,108000
4316,4,1,10,755000
1118,3,1,6,171000
1959,4,1,7,215000
1728,3,1,7,190000
2090,3,1,8,240000
1664,4,2,5,100000
1208,3,1,6,165000
1720,3,1,7,260400
1626,2,1,7,175500
864,3,1,5,129900
1090,2,1,5,157000
1960,4,2,5,124500
4676,3,1,10,184750
1338,2,1,8,213500
1912,3,2,6,163000
1953,3,1,8,252000
1718,3,1,10,337500
1181,3,1,4,137500
1744,3,1,7,194500
882,1,1,4,103200
1446,3,1,7,175000
2630,4,1,8,315000
1779,3,1,5,170000
1786,3,1,6,204750
2054,3,1,6,244000
1776,3,1,8,283463
1908,4,1,8,202900
2715,4,1,8,299800
1687,3,1,5,160000
864,2,1,5,115000
1430,3,1,7,180000
864,3,1,4,116050
1790,3,1,7,193000
907,3,1,4,109008
1664,4,1,7,162900
3627,4,1,10,625000
1704,3,1,8,306000
2062,3,1,7,277000
1556,3,1,6,151000
1500,2,1,7,246578
960,3,1,4,94750
1584,4,2,5,124000
2127,4,1,7,238000
1742,2,1,8,275000
1077,2,2,5,118000
1176,2,1,6,134900
1716,4,1,6,171000
2230,5,1,4,118500
1560,3,1,7,201000
1725,3,1,7,197000
1651,3,1,6,184000
1690,3,1,7,144000
1200,3,1,5,179000
1226,3,1,7,198900
882,3,1,5,106500
816,2,1,5,110000
1668,3,1,6,140000
1122,2,1,5,147000
2504,4,1,9,325000
1288,1,1,8,245500
1039,3,1,5,131500
1073,2,1,5,108480
1968,4,1,5,172000
1350,3,1,6,168500
980,3,1,5,135000
1743,3,1,6,175000
864,2,1,3,58500
1236,2,1,5,134450
1694,4,1,6,136500
2345,4,1,6,239000
1154,3,1,5,154000
480,1,1,2,35311
1501,3,1,6,165600
2030,4,1,6,195000
1343,3,1,5,154900
1547,3,1,7,215200
1904,3,1,5,138000
1524,0,1,7,260000
1050,2,1,5,128900
1224,2,1,6,164500
2417,4,1,8,260000
1344,2,2,7,206300
5642,3,1,10,160000
1316,3,1,7,200141
1902,3,1,7,335000
2872,4,1,8,285000
2978,5,1,7,242000
1044,2,1,5,55993
1902,4,2,6,112000
987,2,1,6,106000
1284,2,1,5,110000
1440,4,2,4,150000
1194,3,1,6,159500
2291,4,2,6,133900
2524,4,1,8,278000
2046,3,1,8,372500
1352,2,1,7,208900
1208,2,1,4,103000
1138,3,1,6,145000
630,1,1,4,80000
2274,5,2,5,154300
1405,2,1,7,171750
2620,4,2,5,190000
2402,2,1,10,555000
2520,5,1,8,310000
1158,3,1,6,120000
864,2,1,5,99900
864,2,1,4,141000
1032,3,1,6,148000
1750,4,1,6,160000
1684,2,1,9,266000
1932,2,1,8,394617
1360,1,1,8,187500
1258,0,2,4,108959
1644,3,1,6,167000
2097,1,1,8,423000
923,3,1,5,119500
1482,4,1,6,140000
1214,3,1,5,143000
1314,3,1,6,176432
2073,3,1,6,210000
1125,2,1,5,155000
1640,3,1,6,173000
2229,5,1,6,104000
672,2,1,5,108000
